Cat	SCat	IdProd	CodVen	Titolo	Descrizione	Peso	Prezzo	Listino	Iva	Marca	Disponibilita	DisponibilitaFutura	PrezzoPromo	DataInizioPromo	DataFinePromo	Ean	LinkImmagine	ProductID	NoDrop
Articoli Monouso	Sacchi	CNTBSRMO0032	RMGBPE70120K	RMove Sacchi Rifiuti 70x120cm 4 Rotoli da 10 Sacchi Colori Vari		0,96	2,3	9,75	22	RMove	50					8058150348741	https://www.erregame.com/P/D/{CA74A7AB-9DAB-4FD9-B4AC-CD1D3211DC50}/CNTBSRMO0032.jpg	51167	0	
Articoli Monouso	Salviette	PULSLRMO0006	PULSRMO0006	RMove Salviette Baby Umidificate Idratanti Acqua Pura 1Cnf/72pz		0,425	0,55	0,65	22	RMove	50					8058150347737	https://www.erregame.com/P/D/{2A7F4E12-B4D3-4B30-B9F6-7C6844A48BD7}/PULSLRMO0006.jpg	46928	0	
Articoli Monouso	Salviette	PULSLRMO0003	PULSRMO0003	RMove Salviette Baby Umidificate Idratanti Argan 1Cnf/72pz		0,425	0,55	0,65	22	RMove	50					8058150347706	https://www.erregame.com/P/D/{22514353-5ABB-4AF0-94DF-4C7DED84E53C}/PULSLRMO0003.jpg	46925	0	
Articoli Monouso	Salviette	ASATTRMO0018	RM-R-SSCCP-220573	RMove Traverse Assorbenti Baby 60x90cm 1Cnf/20pz		1	3	2,87	22	RMove	50					8058150346969	https://www.erregame.com/P/D/873874D32B6F410458000000000000000000000000000000.bmp/ASATTRMO0018.jpg	50395	0	
Articoli Monouso	Traverse	ASATTRMO0004	RMROLWH60506	RMove 1 Conf. da 6pz 60 cm x 60 m Lenzuolino Medico 2 Veli Pura Cellulosa	<p style="text-align: center;">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<b>&nbsp;</b><b>&nbsp;RMOVE&nbsp;LENZUOLINO MEDICO&nbsp;&nbsp;</b>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><ul class="a-unordered-list a-vertical a-spacing-mini" style="box-sizing: border-box; margin: 0px 0px 0px 18px; color: rgb(15, 17, 17); padding: 0px; font-family: " amazon="" font-size:="">    <li class="a-spacing-mini" style="box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;"><span class="a-list-item" style="box-sizing: border-box;">DESCRIZIONE: 6 Rotoli di Lenzuolini medici per Lettino : Dimensioni Rotolo, lunghezza &plusmn;60 metri, altezza rotolo 60 cm, diametro rotolo 14,5 cm. Lunghezza strappi 37 cm peso rotolo 1 kg, diametro foro centrale 4 cm. Prodotto sigillato, colore Bianco.</span></li>    <li class="a-spacing-mini" style="box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;"><span class="a-list-item" style="box-sizing: border-box;">PURA CELLULOSA: Il Lenzuolino medico R MOVE &egrave; la soluzione per l'igiene e il comfort dei tuoi pazienti. Realizzato con PURA CELLULOSA in 2 veli, garantisce massima delicatezza e assorbenza. La sua qualit&agrave; lo rende ideale per situazioni mediche e cliniche, assicurando la migliore esperienza per i pazienti</span></li>    <li class="a-spacing-mini" style="box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;"><span class="a-list-item" style="box-sizing: border-box;">CAMPI APPLICAZIONE: Il versatile Lenzuolino medico R MOVE si adatta a svariati contesti. Nel settore MEDICO, assicura comfort e igiene ai pazienti. Nei CENTRI DI BELLEZZA, ESTETICI lo apprezzano per la sua delicatezza. I MASSAGGIATORI trovano in esso il supporto ideale per una sessione rilassante, mentre i TATUATORI lo utilizzano per mantenere la pulizia e l'igiene durante il lavoro. La sua applicabilit&agrave; in cos&igrave; tanti ambiti lo rende una scelta affidabile e polivalente</span></li>    <li class="a-spacing-mini" style="box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;"><span class="a-list-item" style="box-sizing: border-box;">DISPOSITIVO MEDICO E CERTIFICAZIONI: Il Lenzuolino medico R MOVE &egrave; un DISPOSITIVO MEDICO RICONOSCIUTO DAL MINISTERO DELLA SALUTE. Inoltre, la sua CERTIFICAZIONE FSC attesta l'impegno verso l'ambiente, poich&eacute; &egrave; realizzato con materiali provenienti da foreste gestite in modo sostenibile. Un prodotto affidabile che soddisfa le esigenze di salute e responsabilit&agrave; ecologica.</span></li>    <li class="a-spacing-mini" style="box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;"><span class="a-list-item" style="box-sizing: border-box;">ADATTO A TUTTI I PORTAROTOLI: Il Lenzuolino medico R MOVE &egrave; la scelta ideale per tutti i portarotoli, grazie alla sua compatibilit&agrave; universale. Con la sua versatilit&agrave;, si adatta facilmente a qualsiasi supporto, garantendo praticit&agrave; e comodit&agrave; in ogni situazione. Semplice ed efficace, &egrave; la soluzione perfetta per tutte le esigenze.</span></li></ul>	6,52	12,5	15,14	5	RMove	50					8058150345597	https://www.erregame.com/P/D/{18691D70-CF66-4038-B1ED-F557B83874FD}/ASATTRMO0004.jpg	45193	0	
Articoli Monouso	Traverse	ASATTRMO0007	RMABMT1017	RMove Traverse Salvaletto 90x180cm 1Box/20pz		2,5	4,8	4,01	22	RMove	50					8058150346488	https://www.erregame.com/P/D/{75EB2C44-7795-4914-BBAC-C3F4A8E0CFF9}/ASATTRMO0007.jpg	46028	0	
Articoli Monouso	Traverse	ASATTRMO0010	RMABMT1016	Traverse Salvaletto 90x180cm 1Cnf/10pz RMOVE	<p style="text-align: center;"><b><span new="" style="font-size: 12pt;">Traverse Salvaletto RMove 90x180</span></b></p><p class="MsoNormal" align="center" style="background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-bottom: 0cm; text-align: center; line-height: 18pt;">&nbsp;</p><p class="MsoNormal" style="background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-bottom: 0cm; line-height: 18pt;"><span new="" style="font-size: 10.5pt;">Protezione ideale che garantisce igiene e comfort.</span><br /><span new="" style="font-size: 10.5pt;">Queste traverse per letto&nbsp;</span><span new="" style="font-size: 10.5pt;">evitano problemi cutanei e mantengono pulita la superfice sottostante.&nbsp;</span><span style="font-size: 10.5pt;">sono concepite per eliminare completamente i cattivi odori</span>.</p><p class="MsoNormal" style="background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-bottom: 0cm; text-align: center; line-height: 18pt;"><span new="" style="font-size: 10.5pt;"><o:p></o:p></span><b><span new="" style="font-size: 10.5pt;">Dispositivo Medico di Classe I</span></b></p><p class="MsoNormal" style="background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-bottom: 0cm; line-height: 18pt;"><b><span new="" style="font-size: 10.5pt;">MATERIALE ESTERNO:</span></b><br /><span new="" style="font-size: 10.5pt;">Queste Traversine hanno un rivestimento filtrante&nbsp;<b>ipoallergenico</b>&nbsp;che mantiene la pelle asciutta evitando possibili lesioni.<o:p></o:p></span></p><p class="MsoNormal" style="background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-bottom: 0cm; line-height: 18pt;"><b><span style="font-size: 10.5pt;">MATERIALE INTERNO:<br /></span></b><span style="font-size: 10.5pt;">L&rsquo;interno della Traversa &egrave; composto da&nbsp;<b>SAP</b>,&nbsp;un polimero super assorbente ad&nbsp;<span class="a-list-item">alto volume di assorbenza.</span><o:p></o:p></span></p><p class="MsoNormal" style="background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-bottom: 0cm; line-height: 18pt;"><b><span new="" style="font-size: 10.5pt;">CARATTERISTICHE TECNICHE:<br /></span></b><span new="" style="font-size: 10.5pt;">Traverse Salvaletto 60x90, morbide e traspiranti, rapido assorbimento, rivestimento esterno impermeabile per proteggere il letto in caso di fuoriuscite accidentali.<o:p></o:p></span></p><p class="MsoNormal"><o:p>&nbsp;</o:p></p><p class="MsoNormal"><o:p>&nbsp;</o:p></p>	0,95	2,1	2,45	22	RMove	50					8058150346471	https://www.erregame.com/P/D/{C898D737-4E8A-4DB9-9C4E-2955506B0A48}/ASATTRMO0010.jpg	46031	0	
Prodotti per Animali	Accessori Animali	CNTBSRMO0009	RMDBPEGR12330151	6 Rotoli da 15 Sacchi Rifiuti Animali Verde RMOVE	<p style="text-align: center;"><b>Sacchi Rifiuti per Animali</b></p><p>&nbsp;</p><p><b>Igiene garantita per ogni passeggiata</b>. <br />I sacchetti rifiuti RMOVE sono progettati per offrire massima pulizia e praticit&agrave; durante le passeggiate. Niente pi&ugrave; cattivi odori o sorprese spiacevoli!</p><p>&nbsp;</p><p><b>Extra resistenti e antistrappo</b>.<br />Realizzati con materiali spessi e durevoli, i nostri sacchettini non si rompono. Anche con feci voluminose o terreno umido, puoi contare sulla loro resistenza.</p><p>&nbsp;</p><p><b>Perfetti per cani e gatti di ogni taglia</b>.<br />I sacchetti RMOVE sono adatti per cani piccoli, medi e grandi, ma anche per gatti. Una sola soluzione per ogni esigenza!</p><p>&nbsp;</p><p><b>Ecologici e attenti all&rsquo;ambiente</b>.<br />Le nostre bustine per cacca cane sono realizzate con materiali eco-friendly per rispettare la natura, anche durante i bisogni del tuo amico a 4 zampe.</p>	0,105	0,3	0,41	22	RMove	50					8058150346341	https://www.erregame.com/P/D/{16C02ECE-9889-4C9F-95D1-AF7A71986D1B}/CNTBSRMO0009.jpg	45312	0	
Prodotti per Animali	Accessori Animali	CNTBSRMO0034	RMDBPEBL12330151	RMove Sacchi Rifiuti Animali 9 Rotoli da 15 Sacchi Nero	<p>&nbsp;<b style="text-align: center;">Sacchi Rifiuti per Animali</b></p><p>&nbsp;</p><p><b>Igiene garantita per ogni passeggiata</b>.<br />I sacchetti rifiuti RMOVE sono progettati per offrire massima pulizia e praticit&agrave; durante le passeggiate. Niente pi&ugrave; cattivi odori o sorprese spiacevoli!</p><p>&nbsp;</p><p><b>Extra resistenti e antistrappo</b>.<br />Realizzati con materiali spessi e durevoli, i nostri sacchettini non si rompono. Anche con feci voluminose o terreno umido, puoi contare sulla loro resistenza.</p><p>&nbsp;</p><p><b>Perfetti per cani e gatti di ogni taglia</b>.<br />I sacchetti RMOVE sono adatti per cani piccoli, medi e grandi, ma anche per gatti. Una sola soluzione per ogni esigenza!</p><p>&nbsp;</p><p><b>Ecologici e attenti all&rsquo;ambiente</b>.<br />Le nostre bustine per cacca cane sono realizzate con materiali eco-friendly per rispettare la natura, anche durante i bisogni del tuo amico a 4 zampe.</p>	0,16	0,45	0,61	22	RMove	50					8058150348796	https://www.erregame.com/P/D/{0DFE25BA-D00B-4A1E-A334-E078A733A4D5}/CNTBSRMO0034.jpg	51169	0	
Prodotti per Animali	Accessori Animali	PETTTRMO0006	RMABMT1007	RMove Tappetini Igienici Animali 60x60cm Con Adesivi 1Cnf/10pz		0,4	0,9	0,81	22	RMove	50					8058150346389	https://www.erregame.com/P/D/{D82ECF48-DC90-40AC-BB97-78BF6BA29AD3}/PETTTRMO0006.jpg	45318	0	
Prodotti per Animali	Accessori Animali	PETTTRMO0009	RMABMT1010	RMove Tappetini Igienici Animali 60x90cm Con adesivi 1Cnf/10pz		0,65	1,9	1,23	22	RMove	50					8058150346419	https://www.erregame.com/P/D/{B1BE35FA-C1B5-4F56-A99B-6A60D514FB03}/PETTTRMO0009.jpg	45321	0	
Elettrodomestici	Piccoli Elettrodomestici	ASPEDSAM0012	VS15A6031R4	Samsung Aspirapolvere Ciclonico Senza Filo VS15A6031R4 150w Violet		4,5	149,9	368,03	22	Samsung	13					8806092158856	https://www.erregame.com/P/D/{4468FF74-0444-4754-901D-423ED935C965}/ASPEDSAM0012.jpg	46791	0	
Informatica	Tablet	TABTBSAM0236		Samsung SM-X130 Galaxy Tab A11 4+64GB 8.7" Gray EU		0,75	94,9	122,95	R17	Samsung	50					8806097781943	https://www.erregame.com/P/D/D218B48B386D4124D6000000000000000000000000000000.bmp/TABTBSAM0236.jpg	51807	0	
Informatica	Tablet	TABTBSAM0245		Samsung SM-X130 Galaxy Tab A11 8+128GB 8.7" Gray EU		0,75	124,9	163,88	R17	Samsung	50					8806097781912	https://www.erregame.com/P/D/D218B48B386D412515000000000000000000000000000000.bmp/TABTBSAM0245.jpg	51935	0	
Informatica	Tablet	TABTBSAM0246		Samsung SM-X130 Galaxy Tab A11 8+128GB 8.7" Silver EU		0,75	124,9	163,88	R17	Samsung	38					8806097781875	https://www.erregame.com/P/D/D218B48B386D412516000000000000000000000000000000.bmp/TABTBSAM0246.jpg	51936	0	
Informatica	Tablet	TABTBSAM0221		Samsung SM-X210 Tab A9+ 11"8+256GB WiFi Graphite ITA		0,71	168,9	212,29	R17	Samsung	50					8806097462682	https://www.erregame.com/P/D/D218B48B386D412491000000000000000000000000000000.bmp/TABTBSAM0221.jpg	51123	0	
Informatica	Tablet	TABTBSAM0225	SM-X400NZSREUE	Samsung SM-X400 Galaxy Tab S10 Lite 6+128GB 10.9" Silver ITA		0,8	214,9	327,04	R17	Samsung	50					8806097638353	https://www.erregame.com/P/D/{D4F0FFC0-8253-495E-804E-739D19E364A1}/TABTBSAM0225.jpg	51314	0	
Informatica	Tablet	TABTBSAM0200		Samsung SM-X520 Galaxy Tab S10 FE 8+128GB 10.9" WiFi Blue EU		0,8	299	474,59	R17	Samsung	13					8806097194828	https://www.erregame.com/P/D/{A79F0AE9-D7B1-4E12-9794-0899503730AB}/TABTBSAM0200.jpg	50223	0	
Informatica	Tablet	TABTBSAM0206		Samsung SM-X520 Galaxy Tab S10 FE 8+128GB 10.9" WiFi Gray ITA		0,75	299	474,59	R17	Samsung	11					8806097195733	https://www.erregame.com/P/D/D218B48B386D412416000000000000000000000000000000.bmp/TABTBSAM0206.jpg	50524	0	
Informatica	Tablet	TABTBSAM0229	SM-X520NZSREUE	Samsung SM-X520 Galaxy Tab S10 FE 8+128GB 10.9" WiFi Silver EU		0,75	299	474,59	R17	Samsung	3					8806097195245	https://www.erregame.com/P/D/D218B48B386D412499000000000000000000000000000000.bmp/TABTBSAM0229.jpg	51444	0	
Informatica	Tablet	TABTBSAM0204		Samsung SM-X526 Galaxy Tab S10 FE 8+128GB 10.9" 5G Gray EU		0,75	318,9	474,59	R17	Samsung	50					8806097201892	https://www.erregame.com/P/D/{3948D03D-0BF1-4A8D-B6A4-B71F1C97D52F}/TABTBSAM0204.jpg	50329	0	
Informatica	Tablet	TABTBSAM0230	SM-X526BZSREUE	Samsung SM-X526 Galaxy Tab S10 FE 8+128GB 10.9" 5G Silver EU		0,75	318,9	474,59	R17	Samsung	23					8806097201762	https://www.erregame.com/P/D/{8048CDA0-30F7-47AF-BDD4-41A43D302827}/TABTBSAM0230.jpg	51445	0	
Informatica	Tablet	TABTBSAM0248		Samsung SM-X730 Galaxy Tab S11 12+128GB 11" Gray EU		0,75	529	736,88	R17	Samsung	33					8806097712237	https://www.erregame.com/P/D/{6858D17C-CE5D-4D68-824C-2B39B411FAF4}/TABTBSAM0248.jpg	51938	0	
Informatica	Tablet	TABTBSAM0237		Samsung SM-X730 Galaxy Tab S11 12+128GB 11" Silver EU		0,75	529	736,88	R17	Samsung	17					8806097712015	https://www.erregame.com/P/D/{551D4413-E1EC-4D61-A5B7-2A5097B39BBB}/TABTBSAM0237.jpg	51810	0	
Informatica	Tablet	TABTBSAM0250		Samsung SM-X736 Galaxy Tab S11 12+128GB 11" 5G Gray EU		0,75	619	736,88	R17	Samsung	7					8806097706960	https://www.erregame.com/P/D/{DA61CFC4-64B6-4F36-BAAB-4B0EDBAF70D9}/TABTBSAM0250.jpg	51958	0	
Informatica	Tablet	TABTBSAM0244		Samsung SM-X736 Galaxy Tab S11 12+128GB 11" 5G Silver EU		0,75	619	736,88	R17	Samsung	7					8806097707004	https://www.erregame.com/P/D/{B43F2D4D-066E-4C60-B6E0-86E7C300A46C}/TABTBSAM0244.jpg	51934	0	
Informatica	Tablet	TABTBSAM0233		Samsung SM-X920 Galaxy Tab S10 Ultra 12+256GB 14.6" M.Grey EU		1,1	689	1122,13	R17	Samsung	31					8806095596914	https://www.erregame.com/P/D/D218B48B386D4124D3000000000000000000000000000000.bmp/TABTBSAM0233.jpg	51574	0	
Outlet	Confezione danneggiata	TABTBOUT0024		Samsung SM-X930 Tab S11 Ultra Cnf Danneggiata 12+256GB 14.6" Sil EU	<p>&nbsp; &nbsp;Accessori : Tutti Presenti</p><p>&nbsp;</p><p><font style="vertical-align: inherit;">Estetica : Condizioni leggeri graffi&nbsp;</font></p><p>&nbsp;</p><p><font style="vertical-align: inherit;">Confezione: Scatola Danneggiata come da Foto</font></p><p style="text-align: center;"><font style="vertical-align: inherit;">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</font></p><p style="text-align: center;"><font style="vertical-align: inherit;"><b>Confezione Danneggiata</b></font></p><p style="text-align: center;">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p style="text-align: center;"><font style="vertical-align: inherit;">l'articolo &egrave; in perfette condizioni, ma l'imballaggio pu&ograve; riportare qualche danno o essere aperto. Il prodotto funziona perfettamente ed &egrave; completo di tutti gli accessori.</font></p><p style="text-align: center;">&nbsp;</p><p style="text-align: center;"><font style="vertical-align: inherit;">Garanzia: 30 giorni dalla data di acquisto presso Erregame&nbsp;&nbsp;</font></p>	0,75	759,9	1097,54	R17	Samsung	1					OUTCD10967	https://www.erregame.com/P/D/{45F57E2A-749A-4259-94C2-2EE384C38E06}/TABTBOUT0024.jpg	52191	0	
Outlet	Seconda mano	TABTBOUT0019		Samsung T630N Seconda Mano Active4 Pro 10.1" 4+64GB WiFi Black EU	<p>&nbsp;<b>Accessori&nbsp;</b><font style="vertical-align: inherit;">&nbsp;&nbsp;: Tutti Presenti leggeri graffi</font></p><p class="MsoNormal" style="background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; vertical-align: top;"><b>Estetica&nbsp;</b><font style="vertical-align: inherit;">&nbsp;: Leggeri graffi&nbsp;</font></p><p><b>Imballaggio&nbsp;</b><font style="vertical-align: inherit;">&nbsp;: originale aperto&nbsp;</font></p><p style="text-align: center;">&nbsp;</p><p style="text-align: center;"><span style="font-size: large;"><br type="_moz" /></span></p><p style="text-align: center;"><span style="font-size: large;"><b>Seconda Mano</b></span></p><p class="MsoNormal" style="text-align: center;"><span source="" sans="" new="" style="font-size: 12pt;"><o:p></o:p></span><span source="" sans="" new="">l'articolo &egrave; in ottime condizioni e tutte le funzionalit&agrave; sono integre. Potrebbero riportare difetti estetici superficiali e l'imballaggio potrebbe risultare danneggiato o essere stato sostituito. Alcuni accessori potrebbero mancare e potrebbe essere necessario acquistarli separatamente per poter iniziare a utilizzare il prodotto. Gli elementi eventuali mancanti sono elencati nella descrizione del prodotto&nbsp;&nbsp;</span><span new=""><font style="vertical-align: inherit;"><font style="vertical-align: inherit;"><font style="vertical-align: inherit;"><font style="vertical-align: inherit;"><font style="vertical-align: inherit;"><font style="vertical-align: inherit;">.</font></font></font></font></font></font><o:p></o:p></span></p><p class="MsoNormal" style="background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; text-align: center; vertical-align: top;">&nbsp;&nbsp;<b>Garanzia&nbsp;&nbsp;</b><font style="vertical-align: inherit;">&nbsp;: 30 giorni dalla data di acquisto presso Erregame&nbsp;&nbsp;</font></p>	0,6	200	327,87	R17	Samsung	1					OUTSM55513	https://www.erregame.com/P/D/{F1F4F489-DC4D-4C44-875E-328708257BAE}/TABTBOUT0019.jpg	50488	0	
Telefonia	Accessori	ACCSMSAM0326	EE-UC10JUWEGWW	Samsung Adattatore Cuffie da USB-C a jack 3.5mm		0,1	6,6	16,31	22	Samsung	50					887276367231	https://www.erregame.com/P/D/8638F3B7386D413496000000000000000000000000000000.bmp/ACCSMSAM0326.jpg	34988	0	
